,Composition,Phases present,Hardness (HVN),Yield Strength (MPa),Ultimate Tensile Strength (MPa),Elongation (%),Compressive strength (MPa),Plasticity (%) - Compressive,Note on any unqiue processing or data features,Source,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
97,CrNbTiVZr,BCC + lM,482,,,,1298,3,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2
98,CrNbTiZr,BCC + lM,418,,,,1260,6,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25
99,Hf0.5Mo0.5NbTiZr,BCC + lM,400,,,,1178,25,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25
100,Hf0.5Mo0.5NbSi0.1TiZr,BCC + lM,442,,,,1365,28,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0.122,0,0.244,0,0,0,0,0,0.024,0,0,0.244,0,0,0,0,0.244
101,Hf0.5Mo0.5NbSi0.3TiZr,BCC + lM,494,,,,1428,23,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0.116,0,0.233,0,0,0,0,0,0.07,0,0,0.233,0,0,0,0,0.233
102,Hf0.5Mo0.5NbSi0.5TiZr,BCC + lM,524,,,,1605,23,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0.111,0,0.222,0,0,0,0,0,0.111,0,0,0.222,0,0,0,0,0.222
103,Hf0.5Mo0.5NbSi0.7TiZr,BCC + lM,580,,,,1604,12,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0.106,0,0.213,0,0,0,0,0,0.149,0,0,0.213,0,0,0,0,0.213
104,Hf0.5Mo0.5NbSi0.9TiZr,BCC + lM,640,,,,1677,9,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0.102,0,0.204,0,0,0,0,0,0.184,0,0,0.204,0,0,0,0,0.204
105,Hf0.5Mo0.5NbTiZrC0.1,BCC + lM,,,,,1183,38,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0.024,0,0,0,0,0,0,0,0.122,0,0,0,0.122,0,0.244,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0.244
106,Hf0.5Mo0.5NbTiZrC0.3,BCC + lM,,,,,1201,33,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0.07,0,0,0,0,0,0,0,0.116,0,0,0,0.116,0,0.233,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0.233
107,HfMo0.25NbTaTiZr,BCC,395,,,,1112,50,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.048,0,0.19,0,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0.19
108,HfMo0.5NbTaTiZr,BCC,480,,,,1317,50,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0.091,0,0.182,0,0,0,0,0,0,0,0.182,0.182,0,0,0,0,0.182
109,HfMo0.75NbTaTiZr,BCC,492,,,,1373,50,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0.13,0,0.174,0,0,0,0,0,0,0,0.174,0.174,0,0,0,0,0.174
110,HfMoNbTaTiZr,BCC,505,,,,1512,12,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0.167,0.167,0,0,0,0,0.167
111,HfMoTaTiZr,BCC,542,,,,1600,4,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
112,HfMoNbZrTi,BCC,,,,,1803,10,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2
113,HfNbSi0.5TiV,BCC + lM,490,,,,1399,11,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0.222,0,0,0,0,0,0.111,0,0,0.222,0.222,0,0,0,0
114,HfNbSi0.5TiVZr,BCC + lM,464,,,,1540,17,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0,0.091,0,0,0.182,0.182,0,0,0,0.182
115,HfNbTaZr,BCC,365,,,,1315,,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25
116,HfNbTaTiZr,BCC,335,,,,1015,50,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
117,HfNbTiVZr,BCC + lM,388,,,,1170,30,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2
118,MoNbTaV,BCC,504,,,,1525,21,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0
119,MoNbTaVW,BCC,536,,,,1246,2,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0
120,MoNbTaW,BCC,454,,,,1058,2,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0
121,MoNbTiV,BCC,441,,,,1200,26,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0
122,Mo0.3NbTiVZr,BCC,,,,,1289,42,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.233,0,0,0,0,0,0,0,0,0.233,0.233,0,0,0,0.233
123,Mo0.5NbTiVZr,BCC,,,,,1473,32,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.222,0,0,0,0,0,0,0,0,0.222,0.222,0,0,0,0.222
124,Mo0.7NbTiVZr,BCC,,,,,1706,32,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0.213,0,0,0,0,0,0,0,0,0.213,0.213,0,0,0,0.213
125,MoNbTiVZr,BCC,,,,,1779,32,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2
126,Mo1.3NbTiVZr,BCC,,,,,1496,30,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0,0.189,0,0,0,0,0,0,0,0,0.189,0.189,0,0,0,0.189
127,Mo1.5NbTiVZr,BCC,,,,,1603,20,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0.182,0,0,0,0,0,0,0,0,0.182,0.182,0,0,0,0.182
128,Mo1.7NbTiVZr,BCC,,,,,1645,15,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,0.175,0,0,0,0,0,0,0,0,0.175,0.175,0,0,0,0.175
129,Mo2.0NbTiVZr,BCC,,,,,1765,12,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0.167,0,0,0,0,0,0,0,0,0.167,0.167,0,0,0,0.167
130,MoNbTiV0.25Zr,BCC,,,,,1776,30,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0.235,0,0,0,0,0,0,0,0,0.235,0.059,0,0,0,0.235
131,MoNbTiV0.5Zr,BCC,,,,,1647,28,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0,0,0.222,0.111,0,0,0,0.222
132,MoNbTiV0.75Zr,BCC,,,,,1708,29,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0,0,0,0,0,0,0,0,0.211,0.158,0,0,0,0.211
133,MoNbTiVZr,BCC,,,,,1786,26,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2
134,MoNbTiV1.5Zr,BCC,,,,,1735,20,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0.182,0,0,0,0,0,0,0,0,0.182,0.273,0,0,0,0.182
135,MoNbTiV2.0Zr,BCC,,,,,1538,23,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0,0,0.167,0.333,0,0,0,0.167
136,MoNbTiV3.0Zr,BCC,,,,,1418,24,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0.143,0,0,0,0,0,0,0,0,0.143,0.429,0,0,0,0.143
137,MoNbTiZr,BCC,,,,,1592,34,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25
138,NbTaTiV,BCC,,,,,1092,,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0
139,NbTaVW,BCC,492,,,,1530,12,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0
140,NbTaTiVW,BCC+HCP,447,,,,1420,20,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0
141,NbTiV0.3Zr,BCC,,,,,866,45,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0.303,0.091,0,0,0,0.303
142,NbTiV0.3Mo0.1,BCC,,,,,932,45,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0.417,0,0,0,0,0,0,0,0,0.417,0.125,0,0,0,0
143,NbTiV0.3Mo0.3,BCC,,,,,1312,50,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0.385,0,0,0,0,0,0,0,0,0.385,0.115,0,0,0,0
144,NbTiV0.3Mo0.5,BCC,,,,,1301,43,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0.357,0,0,0,0,0,0,0,0,0.357,0.107,0,0,0,0
145,NbTiV0.3Mo0.7,BCC,,,,,1436,27,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0.333,0,0,0,0,0,0,0,0,0.333,0.1,0,0,0,0
146,NbTiV0.3Mo,BCC,,,,,1455,25,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0.303,0,0,0,0,0,0,0,0,0.303,0.091,0,0,0,0
147,NbTiV0.3Mo1.3,BCC,,,,,1603,20,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0,0.278,0,0,0,0,0,0,0,0,0.278,0.083,0,0,0,0
148,NbTiV0.3Mo1.5,BCC,,,,,1576,8,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,0.263,0,0,0,0,0,0,0,0,0.263,0.079,0,0,0,0
149,NbTiVZr,BCC,,,,,1104,50,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25
150,NbTiV2.0Zr,BCC,304,,,,918,50,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0.2
151,CoCrCuFeMnNiTiV,FCC + BCC + IM,,,,,1312,1,,https://doi.org/10.1016/j.dib.2018.11.111,1,1,0,1,0,0,0,0,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0.125,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0.125,0,0,0,0
152,Al11.1(CoCrCuFeMnNiTiV)88.9,FCC + BCC,,,,,1862,1,,https://doi.org/10.1016/j.dib.2018.11.111,1,1,0,0,0,0.111,0,0,0,0.111,0.111,0.111,0.111,0,0,0,0,0,0.111,0,0,0,0,0.111,0,0,0,0,0,0,0.111,0.111,0,0,0,0
153,Al20(CoCrCuFeMnNiTiV)80,BCC,,,,,1465,2,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0.2,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0
154,Al40(CoCrCuFeMnNiTiV)60,BCC + Im,,,,,1461,1,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0.4,0,0,0,0.075,0.075,0.075,0.075,0,0,0,0,0,0.075,0,0,0,0,0.075,0,0,0,0,0,0,0.075,0.075,0,0,0,0
155,(CuMnNi)75Zn25,FCC,147,,,,215,60,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0
156,(CuMnNi)80Zn20,FCC,109,,,,140,65,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0.267,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0,0.2,0
157,(CuMnNi)90Al10,FCC + Im,241,,,,515,40,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0.1,0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
158,(CuMnNi)90Sn10,FCC + Im,318,,,,630,20,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0,0
159,(CuMnNi)95Al5,FCC,166,,,,330,45,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0.05,0,0,0,0,0,0.317,0,0,0,0,0,0,0.317,0,0,0,0,0.317,0,0,0,0,0,0,0,0,0,0,0,0
160,(CuMnNi)95Sn5,FCC + Im,205,,,,380,63,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0,0,0.317,0,0,0,0,0,0,0.317,0,0,0,0,0.317,0,0,0,0,0.05,0,0,0,0,0,0,0
161,Ti0.25NbMoTaW,BCC,478.3,,,,1109,2.5,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0.235,0,0,0,0,0,0,0,0.235,0.059,0,0.235,0,0,0
162,Ti0.5NbMoTaW,BCC,481.2,,,,1211,5.9,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0,0.222,0.111,0,0.222,0,0,0
163,Ti0.75NbMoTaW,BCC,495.6,,,,1305,8.4,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0,0,0,0,0,0,0,0.211,0.158,0,0.211,0,0,0
164,TiNbMoTaW,BCC,507.5,,,,1455,11.5,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0
165,AlCrFeNiMo0.5Ti0.25,BCC + Im,712,,,,2161.7,14.3,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0.211,0,0,0,0,0.211,0,0.211,0,0,0,0,0,0,0.105,0,0,0,0.211,0,0,0,0,0,0,0.053,0,0,0,0,0
166,AlCrFeNiMo0.5Ti0.4,BCC + Im,731.9,,,,2185.1,14.8,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0.204,0,0,0,0,0.204,0,0.204,0,0,0,0,0,0,0.102,0,0,0,0.204,0,0,0,0,0,0,0.082,0,0,0,0,0
167,AlCrFeNiMo0.5Ti0.5,BCC + Im,751.7,,,,2228.7,10.4,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0
168,AlCrFeNiMo0.5Ti0.6,BCC + Im,756.1,,,,1314.5,,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0.196,0,0,0,0,0.196,0,0.196,0,0,0,0,0,0,0.098,0,0,0,0.196,0,0,0,0,0,0,0.118,0,0,0,0,0
169,AlCrFeNiMo0.5Ti0.75,BCC + Im,766.2,,,,618.8,,,https://doi.org/10.1016/j.dib.2018.11.111,0,1,0,1,0,0.19,0,0,0,0,0.19,0,0.19,0,0,0,0,0,0,0.095,0,0,0,0.19,0,0,0,0,0,0,0.143,0,0,0,0,0
170,CoCrFeNi,FCC,,148,413,48,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
171,CoCrFeNb0.103Ni,FCC + Im,,318,622,19,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0.244,0.244,0,0.244,0,0,0,0,0,0,0,0,0.025,0,0.244,0,0,0,0,0,0,0,0,0,0,0,0
172,CoCrFeNb0.155Ni,FCC + Im,,322,744,23,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0.241,0.241,0,0.241,0,0,0,0,0,0,0,0,0.037,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0
173,CoCrFeNb0.206Ni,FCC + Im,,403,807,9,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0.238,0.238,0,0.238,0,0,0,0,0,0,0,0,0.049,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0
174,CoCrFeNb0.309Ni,FCC + Im,,479,879,4,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0.232,0.232,0,0.232,0,0,0,0,0,0,0,0,0.072,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0
175,CoCrFeNb0.412Ni,FCC + Im,,638,1004,1,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0.227,0.227,0,0.227,0,0,0,0,0,0,0,0,0.093,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0
176,Al0.2CoCrFeMnNi,FCC,171,220,,56,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0.038,0,0,0,0.192,0.192,0,0.192,0,0,0,0,0,0.192,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0
177,Al0.38CoCrFeMnNi,FCC,182,244,,45,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0.071,0,0,0,0.186,0.186,0,0.186,0,0,0,0,0,0.186,0,0,0,0,0.186,0,0,0,0,0,0,0,0,0,0,0,0
178,Al0.43CoCrFeMnNi,FCC + BCC,183,285,,35,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,1,0,0,0,0.079,0,0,0,0.184,0.184,0,0.184,0,0,0,0,0,0.184,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0
179,Al0.49CoCrFeMnNi,FCC + BCC,220,331,,29,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,1,0,0,0,0.089,0,0,0,0.182,0.182,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
180,Al0.56CoCrFeMnNi,FCC + BCC,278,526,,16,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,1,0,0,0,0.101,0,0,0,0.18,0.18,0,0.18,0,0,0,0,0,0.18,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0
181,Al0.62CoCrFeMnNi,FCC + BCC,405,833,,5,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,1,0,0,0,0.11,0,0,0,0.178,0.178,0,0.178,0,0,0,0,0,0.178,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0
182,CoCrNi,FCC,,300,860,60,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
183,CoMnNi,FCC,,231,653,38,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
184,FeMnNi,FCC,,221,602,36,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0.333,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0
185,CoCrMnNi,FCC,,282,694,44,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
186,CoFeMnNi,FCC,,170,550,41,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
187,CoCuFeNi,FCC,,,480,15,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
188,CoCuFeNiSn0.02,FCC,,,548,17,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0.249,0,0.249,0.249,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,0,0.005,0,0,0,0,0,0,0
189,CoCuFeNiSn0.04,FCC + Im,,,594,18,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0.248,0,0.248,0.248,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0.01,0,0,0,0,0,0,0
190,CoCuFeNiSn0.05,FCC + Im,,,615,20,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0.247,0,0.247,0.247,0,0,0,0,0,0,0,0,0,0,0.247,0,0,0,0,0.012,0,0,0,0,0,0,0
191,CoCuFeNiSn0.07,FCC + Im,,,632,19,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0.246,0,0.246,0.246,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,0,0.017,0,0,0,0,0,0,0
192,CoCuFeNiSn0.1,FCC + Im,,,602,5,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0.244,0,0.244,0.244,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0.024,0,0,0,0,0,0,0
193,CoCuFeNiSn0.2,FCC + Im,,,261,2,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,1,0,0,0,0,0,0.238,0,0.238,0.238,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0.048,0,0,0,0,0,0,0
194,CoCuFeMnNi,FCC,208,,478,14,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
195,CoCuFeMnNiSn0.03,FCC,192,,465,18,,,,https://doi.org/10.1016/j.dib.2018.11.111,1,0,0,0,0,0,0,0,0,0.199,0,0.199,0.199,0,0,0,0,0,0.199,0,0,0,0,0.199,0,0,0,0,0.006,0,0,0,0,0,0,0
